user_id,char,key_code,hold_time,latency_time,flight_time,key_down_time,key_up_time,event_index,session_id,wpm
harshith,e,101,0.08454,0.15469,0.10448,332898.499,332898.5836,23,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,r,114,0.05953,0.20382,0.11928,332898.7029,332898.7624,24,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,t,116,0.05505,0.43301,0.37349,332899.1359,332899.1909,25,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,h,104,0.06936,0.19415,0.1391,332899.33,332899.3994,26,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,e,101,0.04943,0.18419,0.11484,332899.5142,332899.5637,27,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,l,108,0.04494,0.40711,0.35767,332899.9213,332899.9663,28,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,a,97,0.05985,0.15459,0.10964,332900.0759,332900.1358,29,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,z,122,0.06238,0.23121,0.17136,332900.3071,332900.3695,30,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,y,121,0.06026,0.17156,0.10918,332900.4787,332900.5389,31,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,d,100,0.05975,0.41327,0.35301,332900.892,332900.9517,32,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,o,111,0.06481,0.14445,0.0847,332901.0364,332901.1012,33,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,g,103,0.05504,0.27339,0.20858,332901.3098,332901.3648,34,27abc1b3-f358-4ad8-ad48-3992ac4e8ca9,59.33
harshith,t,116,0.05972,0,0,334394.057,334394.1167,0,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,h,104,0.06441,0.21884,0.15912,334394.2758,334394.3402,1,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,e,101,0.04983,0.10951,0.04509,334394.3853,334394.4351,2,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,q,113,0.06939,0.36294,0.31311,334394.7483,334394.8176,3,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,u,117,0.05832,0.22513,0.15573,334394.9734,334395.0317,4,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,i,105,0.05956,0.19817,0.13986,334395.1716,334395.2311,5,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,c,99,0.05014,0.20855,0.14899,334395.3801,334395.4302,6,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,k,107,0.04025,0.17407,0.12394,334395.5542,334395.5944,7,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,b,98,0.05894,0.40393,0.36368,334395.9581,334396.017,8,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,r,114,0.05476,0.2031,0.14416,334396.1612,334396.216,9,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,o,111,0.06487,0.23396,0.1792,334396.3952,334396.46,10,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,w,119,0.06444,0.18967,0.1248,334396.5848,334396.6493,11,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,n,110,0.05446,0.18891,0.12448,334396.7737,334396.8282,12,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,f,102,0.05443,0.36308,0.30862,334397.1368,334397.1912,13,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,o,111,0.06019,0.18864,0.13421,334397.3255,334397.3856,14,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,x,120,0.07414,0.21944,0.15926,334397.5449,334397.619,15,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,j,106,0.06104,0.37418,0.30004,334397.9191,334397.9801,16,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,u,117,0.05444,0.18825,0.12721,334398.1073,334398.1618,17,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,m,109,0.08409,0.20875,0.15431,334398.3161,334398.4002,18,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,p,112,0.06912,0.24403,0.15994,334398.5601,334398.6292,19,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,s,115,0.05917,0.17933,0.11021,334398.7394,334398.7986,20,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,o,111,0.06515,0.52158,0.46241,334399.261,334399.3262,21,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,v,118,0.05916,0.26427,0.19912,334399.5253,334399.5845,22,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,e,101,0.07011,0.15368,0.09452,334399.679,334399.7491,23,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,r,114,0.05459,0.21498,0.14487,334399.894,334399.9485,24,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,t,116,0.0647,0.39689,0.34231,334400.2908,334400.3555,25,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,h,104,0.07471,0.20944,0.14475,334400.5003,334400.575,26,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,e,101,0.05938,0.13436,0.05965,334400.6346,334400.694,27,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,l,108,0.05524,0.40251,0.34314,334401.0372,334401.0924,28,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,a,97,0.05953,0.12998,0.07474,334401.1671,334401.2267,29,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,z,122,0.04505,0.25327,0.19374,334401.4204,334401.4654,30,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,y,121,0.05494,0.17912,0.13407,334401.5995,334401.6545,31,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,d,100,0.05934,0.46812,0.41319,334402.0676,334402.127,32,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,o,111,0.05467,0.15912,0.09979,334402.2268,334402.2814,33,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
harshith,g,103,0.0495,0.25894,0.20427,334402.4857,334402.5352,34,dd95d585-33cc-41b1-806b-bf27531bf9a1,60.86
lalit,t,116,0.06402,0,0,89899.33117,89899.39519,0,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,h,104,0.088,0.17648,0.11247,89899.50765,89899.59565,1,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,e,101,0.05597,0.08006,-0.00794,89899.58772,89899.64369,2,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,q,113,0.09602,0.32003,0.26406,89899.90774,89900.00376,3,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,u,117,0.06398,0.23194,0.13593,89900.13969,89900.20367,4,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,i,105,0.07997,0.17601,0.11202,89900.3157,89900.39566,5,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,c,99,0.10393,0.13602,0.05605,89900.45172,89900.55564,6,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,k,107,0.10401,0.15994,0.05601,89900.61165,89900.71567,7,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,b,98,0.06395,0.56807,0.46406,89901.17972,89901.24368,8,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,r,114,0.08811,0.17592,0.11197,89901.35565,89901.44375,9,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,o,111,0.07198,0.17607,0.08797,89901.53172,89901.6037,10,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,w,119,0.09605,0.13593,0.06395,89901.66765,89901.7637,11,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,n,110,0.08812,0.12805,0.032,89901.7957,89901.88382,12,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,f,102,0.07238,0.31159,0.22348,89902.10729,89902.17968,13,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,o,111,0.08865,0.15989,0.0875,89902.26718,89902.35583,14,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,x,120,0.08853,0.17194,0.08328,89902.43912,89902.52765,15,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,j,106,0.08806,1.17653,1.088,89903.61565,89903.70371,16,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,u,117,0.08014,0.232,0.14394,89903.84765,89903.92779,17,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,m,109,0.07209,0.36758,0.28744,89904.21523,89904.28731,18,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,p,112,0.09597,0.24847,0.17638,89904.4637,89904.55967,19,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,s,115,0.07213,0.10398,0.00801,89904.56768,89904.63981,20,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,o,111,0.07987,0.25576,0.18363,89904.82344,89904.90331,21,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,v,118,0.06409,0.30425,0.22438,89905.12769,89905.19178,22,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,e,101,0.08856,0.11941,0.05533,89905.24711,89905.33566,23,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,r,114,0.08006,0.17653,0.08798,89905.42364,89905.5037,24,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,t,116,0.05598,0.33602,0.25596,89905.75966,89905.81563,25,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,h,104,0.08792,0.17609,0.12012,89905.93575,89906.02367,26,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,e,101,0.08863,0.05536,-0.03255,89905.99111,89906.07975,27,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,l,108,0.08803,0.40851,0.31987,89906.39962,89906.48766,28,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,a,97,0.12809,0.11204,0.02401,89906.51166,89906.63976,29,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,z,122,0.1364,0.2156,0.08751,89906.72726,89906.86367,30,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,y,121,0.08815,0.32841,0.19201,89907.05567,89907.14383,31,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,d,100,0.10393,0.80811,0.71996,89907.86379,89907.96771,32,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,o,111,0.08001,0.15186,0.04794,89908.01565,89908.09566,33,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,g,103,0.10411,0.24803,0.16803,89908.26368,89908.36779,34,d0320698-6053-424b-880d-6b3712d1810d,57.1
lalit,t,116,0.05565,0,0,89997.95189,89998.00754,0,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,h,104,0.08026,0.18341,0.12776,89998.1353,89998.21556,1,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,e,101,0.06395,0.11228,0.03203,89998.24759,89998.31154,2,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,q,113,0.09583,0.66416,0.60021,89998.91175,89999.00758,3,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,u,117,0.05604,0.288,0.19217,89999.19975,89999.25579,4,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,i,105,0.07211,0.17534,0.1193,89999.37509,89999.4472,5,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,c,99,0.08786,0.13618,0.06407,89999.51127,89999.59913,6,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,k,107,0.09593,0.16838,0.08052,89999.67965,89999.77558,7,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,b,98,0.07208,0.49546,0.39953,90000.17511,90000.24718,8,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,r,114,0.08043,0.23199,0.15991,90000.40709,90000.48752,9,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,o,111,0.08814,0.16036,0.07994,90000.56746,90000.6556,10,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,w,119,0.11214,0.17603,0.08789,90000.74349,90000.85563,11,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,n,110,0.11205,0.13599,0.02385,90000.87949,90000.99154,12,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,f,102,0.08761,0.37599,0.26394,90001.25548,90001.34309,13,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,o,111,0.09595,0.1517,0.06408,90001.40717,90001.50312,14,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,x,120,0.11236,0.19195,0.09601,90001.59913,90001.71148,15,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,j,106,0.07975,0.47273,0.36037,90002.07186,90002.1516,16,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,u,117,0.06339,0.22383,0.14409,90002.29569,90002.35908,17,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,m,109,0.08846,0.19979,0.13639,90002.49547,90002.58393,18,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,p,112,0.11234,0.25618,0.16772,90002.75166,90002.864,19,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,s,115,0.08776,0.14405,0.03171,90002.89571,90002.98347,20,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,o,111,0.08002,0.44782,0.36005,90003.34352,90003.42354,21,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,v,118,0.07216,0.36741,0.28739,90003.71093,90003.78309,22,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,e,101,0.09652,0.19227,0.1201,90003.9032,90003.99972,23,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,r,114,0.0804,0.19988,0.10336,90004.10308,90004.18348,24,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,t,116,0.0641,0.46434,0.38394,90004.56742,90004.63152,25,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,h,104,0.09602,0.17615,0.11205,90004.74358,90004.83959,26,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,e,101,0.07202,0.08796,-0.00806,90004.83154,90004.90356,27,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,l,108,0.09604,0.54335,0.47133,90005.37489,90005.47093,28,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,a,97,0.09603,0.34857,0.25252,90005.72345,90005.81949,29,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,z,122,0.096,0.28004,0.184,90006.00349,90006.09949,30,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,y,121,0.08798,0.36004,0.26404,90006.36353,90006.45151,31,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,d,100,0.09601,0.49596,0.40798,90006.85949,90006.9555,32,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,o,111,0.07936,0.20019,0.10418,90007.05968,90007.13904,33,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,g,103,0.11197,0.22382,0.14447,90007.28351,90007.39548,34,b5731681-d5fb-494c-8a54-d0430461a34a,54.64
lalit,t,116,0.072,0,0,90148.07132,90148.14332,0,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,h,104,0.09617,0.1835,0.1115,90148.25482,90148.35099,1,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,e,101,0.04799,0.09669,0.00052,90148.35151,90148.3995,2,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,q,113,0.10369,0.31176,0.26377,90148.66327,90148.76696,3,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,u,117,0.06449,0.22367,0.11999,90148.88695,90148.95144,4,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,i,105,0.07208,0.17638,0.11189,90149.06332,90149.1354,5,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,c,99,0.10456,0.15941,0.08733,90149.22274,90149.32729,6,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,k,107,0.1037,0.16058,0.05602,90149.38332,90149.48702,7,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,b,98,0.08806,0.35955,0.25585,90149.74286,90149.83092,8,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,r,114,0.08787,0.23248,0.14442,90149.97534,90150.06321,9,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,o,111,0.08053,0.15142,0.06355,90150.12676,90150.20729,10,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,w,119,0.09586,0.14458,0.06405,90150.27134,90150.3672,11,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,n,110,0.11106,0.12047,0.02461,90150.39181,90150.50288,12,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,f,102,0.07172,0.3838,0.27274,90150.77561,90150.84733,13,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,o,111,0.08863,0.14311,0.07138,90150.91872,90151.00735,14,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,x,120,0.10425,0.19229,0.10366,90151.11101,90151.21526,15,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,j,106,0.07219,0.52027,0.41602,90151.63128,90151.70347,16,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,u,117,0.0564,0.19193,0.11974,90151.82321,90151.87961,17,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,m,109,0.07988,0.20016,0.14376,90152.02337,90152.10324,18,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,p,112,0.11227,0.21191,0.13203,90152.23528,90152.34755,19,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,s,115,0.0712,0.12842,0.01615,90152.36369,90152.4349,20,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,o,111,0.07999,0.24724,0.17604,90152.61094,90152.69093,21,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,v,118,0.07205,0.31191,0.23192,90152.92285,90152.9949,22,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,e,101,0.08802,0.13601,0.06396,90153.05886,90153.14688,23,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,r,114,0.08001,0.17593,0.08791,90153.23479,90153.3148,24,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,t,116,0.03994,0.3843,0.30429,90153.61909,90153.65903,25,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,h,104,0.09597,0.16022,0.12029,90153.77932,90153.87528,26,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,e,101,0.07211,0.08794,-0.00803,90153.86725,90153.93937,27,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,l,108,0.08814,0.43144,0.35932,90154.29869,90154.38683,28,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,a,97,0.08077,0.12007,0.03194,90154.41876,90154.49954,29,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,z,122,0.09609,0.20814,0.12736,90154.6269,90154.72299,30,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,y,121,0.08828,0.14411,0.04801,90154.771,90154.85929,31,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,d,100,0.09552,0.79228,0.704,90155.56328,90155.6588,32,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,o,111,0.07996,0.1761,0.08058,90155.73938,90155.81934,33,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,g,103,0.10405,0.19189,0.11193,90155.93126,90156.03531,34,4514cf7b-3bb0-43a7-8d67-7d264e993aa4,64.79
lalit,t,116,0.06465,0,0,90180.74277,90180.80742,0,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,h,104,0.10339,0.16857,0.10392,90180.91134,90181.01473,1,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,e,101,0.06393,0.11195,0.00856,90181.02328,90181.08722,2,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,q,113,0.10392,0.42401,0.36008,90181.4473,90181.55122,3,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,u,117,0.0636,0.19584,0.09192,90181.64314,90181.70674,4,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,i,105,0.08015,0.18404,0.12044,90181.82718,90181.90733,5,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,c,99,0.09596,0.20017,0.12002,90182.02735,90182.12331,6,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,k,107,0.11195,0.18383,0.08787,90182.21118,90182.32313,7,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,b,98,0.07173,0.44843,0.33648,90182.65961,90182.73134,8,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,r,114,0.0879,0.20721,0.13548,90182.86682,90182.95472,9,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,o,111,0.07986,0.16856,0.08065,90183.03538,90183.11523,10,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,w,119,0.09598,0.14384,0.06398,90183.17922,90183.27519,11,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,n,110,0.096,0.11204,0.01607,90183.29126,90183.38726,12,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,f,102,0.07241,0.32754,0.23154,90183.6188,90183.69122,13,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,o,111,0.09603,0.15241,0.08,90183.77122,90183.86724,14,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,x,120,0.10401,0.17597,0.07995,90183.94719,90184.0512,15,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,j,106,0.07197,0.46405,0.36004,90184.41124,90184.48321,16,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,u,117,0.06413,0.19195,0.11999,90184.6032,90184.66732,17,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,m,109,0.08813,0.18401,0.11988,90184.78721,90184.87534,18,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,p,112,0.11213,0.23998,0.15184,90185.02718,90185.13931,19,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,s,115,0.07286,0.16753,0.0554,90185.19472,90185.26758,20,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,o,111,0.0719,0.39247,0.31962,90185.58719,90185.65909,21,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,v,118,0.07225,0.30403,0.23214,90185.89122,90185.96347,22,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,e,101,0.08803,0.16,0.08775,90186.05122,90186.13925,23,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,r,114,0.08008,0.19198,0.10395,90186.2432,90186.32328,24,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,t,116,0.06357,0.39995,0.31986,90186.64314,90186.70671,25,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,h,104,0.09649,0.18364,0.12008,90186.82679,90186.92328,26,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,e,101,0.06359,0.08844,-0.00805,90186.91522,90186.97881,27,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,l,108,0.08828,0.44792,0.38433,90187.36315,90187.45142,28,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,a,97,0.07245,0.15161,0.06334,90187.51476,90187.58721,29,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,z,122,0.10361,0.21653,0.14408,90187.73129,90187.8349,30,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,y,121,0.0965,0.16745,0.06383,90187.89873,90187.99523,31,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,d,100,0.12011,0.52842,0.43192,90188.42716,90188.54727,32,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,o,111,0.07953,0.22414,0.10403,90188.6513,90188.73083,33,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,g,103,0.09603,0.27929,0.19977,90188.93059,90189.02663,34,31262c4d-5ed6-473c-9bdc-9aef0a660257,62.29
lalit,t,116,0.07186,0,0,90193.48289,90193.55475,0,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,h,104,0.08787,0.18401,0.11215,90193.6669,90193.75476,1,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,e,101,0.0642,0.10393,0.01606,90193.77083,90193.83503,2,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,q,113,0.07993,0.37647,0.31227,90194.14729,90194.22722,3,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,u,117,0.06407,0.17597,0.09604,90194.32326,90194.38733,4,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,i,105,0.07207,0.18396,0.11989,90194.50722,90194.57929,5,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,c,99,0.08002,0.16815,0.09608,90194.67537,90194.75539,6,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,k,107,0.10403,0.15194,0.07193,90194.82731,90194.93134,7,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,b,98,0.08778,0.37561,0.27158,90195.20292,90195.29071,8,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,r,114,0.08023,0.20818,0.1204,90195.41111,90195.49133,9,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,o,111,0.08789,0.14369,0.06346,90195.5548,90195.64268,10,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,w,119,0.08863,0.13582,0.04793,90195.69061,90195.77924,11,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,n,110,0.11995,0.1206,0.03198,90195.81121,90195.93117,12,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,f,102,0.08409,0.3199,0.19995,90196.13112,90196.21521,13,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,o,111,0.09605,0.15605,0.07196,90196.28716,90196.38321,14,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,x,120,0.11211,0.17616,0.08011,90196.46332,90196.57544,15,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,j,106,0.07209,0.42388,0.31177,90196.8872,90196.9593,16,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,u,117,0.06403,0.19995,0.12786,90197.08716,90197.15118,17,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,m,109,0.09602,0.18398,0.11995,90197.27114,90197.36716,18,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
